"","CRITERIA","PAIN_CAT","ICD_VERSION","ICD9_OR_10","ICD_DESC"
"4121","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87261","Osteonecrosis due to previous trauma, right tibia"
"4122","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87262","Osteonecrosis due to previous trauma, left tibia"
"4123","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87263","Osteonecrosis due to previous trauma, unspecified tibia"
"4124","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87264","Osteonecrosis due to previous trauma, right fibula"
"4125","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87265","Osteonecrosis due to previous trauma, left fibula"
"4126","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87266","Osteonecrosis due to previous trauma, unspecified fibula"
"4127","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87271","Osteonecrosis due to previous trauma, right ankle"
"4128","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87272","Osteonecrosis due to previous trauma, left ankle"
"4129","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87273","Osteonecrosis due to previous trauma, unspecified ankle"
"4130","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87274","Osteonecrosis due to previous trauma, right foot"
"4131","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87275","Osteonecrosis due to previous trauma, left foot"
"4132","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87276","Osteonecrosis due to previous trauma, unspecified foot"
"4133","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87277","Osteonecrosis due to previous trauma, right toe(s)"
"4134","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87278","Osteonecrosis due to previous trauma, left toe(s)"
"4135","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87279","Osteonecrosis due to previous trauma, unspecified toe(s)"
"4136","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8728","Osteonecrosis due to previous trauma, other site"
"4137","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8729","Osteonecrosis due to previous trauma, multiple sites"
"4138","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8730","Other secondary osteonecrosis, unspecified bone"
"4139","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87311","Other secondary osteonecrosis, right shoulder"
"4140","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87312","Other secondary osteonecrosis, left shoulder"
"4141","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87319","Other secondary osteonecrosis, unspecified shoulder"
"4142","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87321","Other secondary osteonecrosis, right humerus"
"4143","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87322","Other secondary osteonecrosis, left humerus"
"4144","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87329","Other secondary osteonecrosis, unspecified humerus"
"4145","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87331","Other secondary osteonecrosis of right radius"
"4146","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87332","Other secondary osteonecrosis of left radius"
"4147","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87333","Other secondary osteonecrosis of unspecified radius"
"4148","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87334","Other secondary osteonecrosis of right ulna"
"4149","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87335","Other secondary osteonecrosis of left ulna"
"4150","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87336","Other secondary osteonecrosis of unspecified ulna"
"4151","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87337","Other secondary osteonecrosis of right carpus"
"4152","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87338","Other secondary osteonecrosis of left carpus"
"4153","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87339","Other secondary osteonecrosis of unspecified carpus"
"4154","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87341","Other secondary osteonecrosis, right hand"
"4155","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87342","Other secondary osteonecrosis, left hand"
"4156","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87343","Other secondary osteonecrosis, unspecified hand"
"4157","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87344","Other secondary osteonecrosis, right finger(s)"
"4158","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87345","Other secondary osteonecrosis, left finger(s)"
"4159","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87346","Other secondary osteonecrosis, unspecified finger(s)"
"4160","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87350","Other secondary osteonecrosis, pelvis"
"4161","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87351","Other secondary osteonecrosis, right femur"
"4162","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87352","Other secondary osteonecrosis, left femur"
"4163","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87353","Other secondary osteonecrosis, unspecified femur"
"4164","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87361","Other secondary osteonecrosis, right tibia"
"4165","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87362","Other secondary osteonecrosis, left tibia"
"4166","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87363","Other secondary osteonecrosis, unspecified tibia"
"4167","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87364","Other secondary osteonecrosis, right fibula"
"4168","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87365","Other secondary osteonecrosis, left fibula"
"4169","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87366","Other secondary osteonecrosis, unspecified fibula"
"4170","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87371","Other secondary osteonecrosis, right ankle"
"4171","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87372","Other secondary osteonecrosis, left ankle"
"4172","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87373","Other secondary osteonecrosis, unspecified ankle"
"4173","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87374","Other secondary osteonecrosis, right foot"
"4174","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87375","Other secondary osteonecrosis, left foot"
"4175","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87376","Other secondary osteonecrosis, unspecified foot"
"4176","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87377","Other secondary osteonecrosis, right toe(s)"
"4177","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87378","Other secondary osteonecrosis, left toe(s)"
"4178","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87379","Other secondary osteonecrosis, unspecified toe(s)"
"4179","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8738","Other secondary osteonecrosis, other site"
"4180","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8739","Other secondary osteonecrosis, multiple sites"
"4181","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8780","Other osteonecrosis, unspecified bone"
"4182","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87811","Other osteonecrosis, right shoulder"
"4183","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87812","Other osteonecrosis, left shoulder"
"4184","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87819","Other osteonecrosis, unspecified shoulder"
"4185","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87821","Other osteonecrosis, right humerus"
"4186","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87822","Other osteonecrosis, left humerus"
"4187","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87829","Other osteonecrosis, unspecified humerus"
"4188","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87831","Other osteonecrosis of right radius"
"4189","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87832","Other osteonecrosis of left radius"
"4190","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87833","Other osteonecrosis of unspecified radius"
"4191","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87834","Other osteonecrosis of right ulna"
"4192","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87835","Other osteonecrosis of left ulna"
"4193","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87836","Other osteonecrosis of unspecified ulna"
"4194","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87837","Other osteonecrosis of right carpus"
"4195","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87838","Other osteonecrosis of left carpus"
"4196","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87839","Other osteonecrosis of unspecified carpus"
"4197","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87841","Other osteonecrosis, right hand"
"4198","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87842","Other osteonecrosis, left hand"
"4199","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87843","Other osteonecrosis, unspecified hand"
"4200","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87844","Other osteonecrosis, right finger(s)"
"4201","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87845","Other osteonecrosis, left finger(s)"
"4202","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87849","Other osteonecrosis, unspecified finger(s)"
"4203","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87850","Other osteonecrosis, pelvis"
"4204","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87851","Other osteonecrosis, right femur"
"4205","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87852","Other osteonecrosis, left femur"
"4206","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87859","Other osteonecrosis, unspecified femur"
"4207","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87861","Other osteonecrosis, right tibia"
"4208","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87862","Other osteonecrosis, left tibia"
"4209","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87863","Other osteonecrosis, unspecified tibia"
"4210","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87864","Other osteonecrosis, right fibula"
"4211","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87865","Other osteonecrosis, left fibula"
"4212","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87869","Other osteonecrosis, unspecified fibula"
"4213","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87871","Other osteonecrosis, right ankle"
"4214","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87872","Other osteonecrosis, left ankle"
"4215","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87873","Other osteonecrosis, unspecified ankle"
"4216","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87874","Other osteonecrosis, right foot"
"4217","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87875","Other osteonecrosis, left foot"
"4218","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87876","Other osteonecrosis, unspecified foot"
"4219","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87877","Other osteonecrosis, right toe(s)"
"4220","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87878","Other osteonecrosis, left toe(s)"
"4221","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M87879","Other osteonecrosis, unspecified toe(s)"
"4222","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8788","Other osteonecrosis, other site"
"4223","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8789","Other osteonecrosis, multiple sites"
"4224","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M879","Osteonecrosis, unspecified"
"4225","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M880","Osteitis deformans of skull"
"4226","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M881","Osteitis deformans of vertebrae"
"4227","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88811","Osteitis deformans of right shoulder"
"4228","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88812","Osteitis deformans of left shoulder"
"4229","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88819","Osteitis deformans of unspecified shoulder"
"4230","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88821","Osteitis deformans of right upper arm"
"4231","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88822","Osteitis deformans of left upper arm"
"4232","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88829","Osteitis deformans of unspecified upper arm"
"4233","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88831","Osteitis deformans of right forearm"
"4234","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88832","Osteitis deformans of left forearm"
"4235","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88839","Osteitis deformans of unspecified forearm"
"4236","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88841","Osteitis deformans of right hand"
"4237","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88842","Osteitis deformans of left hand"
"4238","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88849","Osteitis deformans of unspecified hand"
"4239","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88851","Osteitis deformans of right thigh"
"4240","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88852","Osteitis deformans of left thigh"
"4241","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88859","Osteitis deformans of unspecified thigh"
"4242","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88861","Osteitis deformans of right lower leg"
"4243","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88862","Osteitis deformans of left lower leg"
"4244","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88869","Osteitis deformans of unspecified lower leg"
"4245","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88871","Osteitis deformans of right ankle and foot"
"4246","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88872","Osteitis deformans of left ankle and foot"
"4247","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M88879","Osteitis deformans of unspecified ankle and foot"
"4248","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8888","Osteitis deformans of other bones"
"4249","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8889","Osteitis deformans of multiple sites"
"4250","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M889","Osteitis deformans of unspecified bone"
"4251","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8900","Algoneurodystrophy, unspecified site"
"4252","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89011","Algoneurodystrophy, right shoulder"
"4253","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89012","Algoneurodystrophy, left shoulder"
"4254","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89019","Algoneurodystrophy, unspecified shoulder"
"4255","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89021","Algoneurodystrophy, right upper arm"
"4256","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89022","Algoneurodystrophy, left upper arm"
"4257","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89029","Algoneurodystrophy, unspecified upper arm"
"4258","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89031","Algoneurodystrophy, right forearm"
"4259","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89032","Algoneurodystrophy, left forearm"
"4260","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89039","Algoneurodystrophy, unspecified forearm"
"4261","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89041","Algoneurodystrophy, right hand"
"4262","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89042","Algoneurodystrophy, left hand"
"4263","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89049","Algoneurodystrophy, unspecified hand"
"4264","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89051","Algoneurodystrophy, right thigh"
"4265","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89052","Algoneurodystrophy, left thigh"
"4266","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89059","Algoneurodystrophy, unspecified thigh"
"4267","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89061","Algoneurodystrophy, right lower leg"
"4268","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89062","Algoneurodystrophy, left lower leg"
"4269","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89069","Algoneurodystrophy, unspecified lower leg"
"4270","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89071","Algoneurodystrophy, right ankle and foot"
"4271","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89072","Algoneurodystrophy, left ankle and foot"
"4272","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89079","Algoneurodystrophy, unspecified ankle and foot"
"4273","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8908","Algoneurodystrophy, other site"
"4274","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8909","Algoneurodystrophy, multiple sites"
"4275","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8920","Other disorders of bone development and growth, unspecified site"
"4276","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89211","Other disorders of bone development and growth, right shoulder"
"4277","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89212","Other disorders of bone development and growth, left shoulder"
"4278","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89219","Other disorders of bone development and growth, unspecified shoulder"
"4279","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89221","Other disorders of bone development and growth, right humerus"
"4280","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89222","Other disorders of bone development and growth, left humerus"
"4281","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89229","Other disorders of bone development and growth, unspecified humerus"
"4282","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89231","Other disorders of bone development and growth, right ulna"
"4283","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89232","Other disorders of bone development and growth, left ulna"
"4284","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89233","Other disorders of bone development and growth, right radius"
"4285","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89234","Other disorders of bone development and growth, left radius"
"4286","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89239","Other disorders of bone development and growth, unspecified ulna and radius"
"4287","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89241","Other disorders of bone development and growth, right hand"
"4288","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89242","Other disorders of bone development and growth, left hand"
"4289","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89249","Other disorders of bone development and growth, unspecified hand"
"4290","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89251","Other disorders of bone development and growth, right femur"
"4291","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89252","Other disorders of bone development and growth, left femur"
"4292","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89259","Other disorders of bone development and growth, unspecified femur"
"4293","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89261","Other disorders of bone development and growth, right tibia"
"4294","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89262","Other disorders of bone development and growth, left tibia"
"4295","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89263","Other disorders of bone development and growth, right fibula"
"4296","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89264","Other disorders of bone development and growth, left fibula"
"4297","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89269","Other disorders of bone development and growth, unspecified lower leg"
"4298","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89271","Other disorders of bone development and growth, right ankle and foot"
"4299","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89272","Other disorders of bone development and growth, left ankle and foot"
"4300","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89279","Other disorders of bone development and growth, unspecified ankle and foot"
"4301","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8928","Other disorders of bone development and growth, other site"
"4302","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8929","Other disorders of bone development and growth, multiple sites"
"4303","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8930","Hypertrophy of bone, unspecified site"
"4304","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89311","Hypertrophy of bone, right shoulder"
"4305","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89312","Hypertrophy of bone, left shoulder"
"4306","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89319","Hypertrophy of bone, unspecified shoulder"
"4307","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89321","Hypertrophy of bone, right humerus"
"4308","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89322","Hypertrophy of bone, left humerus"
"4309","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89329","Hypertrophy of bone, unspecified humerus"
"4310","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89331","Hypertrophy of bone, right ulna"
"4311","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89332","Hypertrophy of bone, left ulna"
"4312","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89333","Hypertrophy of bone, right radius"
"4313","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89334","Hypertrophy of bone, left radius"
"4314","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89339","Hypertrophy of bone, unspecified ulna and radius"
"4315","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89341","Hypertrophy of bone, right hand"
"4316","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89342","Hypertrophy of bone, left hand"
"4317","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89349","Hypertrophy of bone, unspecified hand"
"4318","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89351","Hypertrophy of bone, right femur"
"4319","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89352","Hypertrophy of bone, left femur"
"4320","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89359","Hypertrophy of bone, unspecified femur"
"4321","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89361","Hypertrophy of bone, right tibia"
"4322","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89362","Hypertrophy of bone, left tibia"
"4323","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89363","Hypertrophy of bone, right fibula"
"4324","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89364","Hypertrophy of bone, left fibula"
"4325","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89369","Hypertrophy of bone, unspecified tibia and fibula"
"4326","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89371","Hypertrophy of bone, right ankle and foot"
"4327","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89372","Hypertrophy of bone, left ankle and foot"
"4328","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89379","Hypertrophy of bone, unspecified ankle and foot"
"4329","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8938","Hypertrophy of bone, other site"
"4330","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8939","Hypertrophy of bone, multiple sites"
"4331","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M8940","Other hypertrophic osteoarthropathy, unspecified site"
"4332","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89411","Other hypertrophic osteoarthropathy, right shoulder"
"4333","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89412","Other hypertrophic osteoarthropathy, left shoulder"
"4334","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89419","Other hypertrophic osteoarthropathy, unspecified shoulder"
"4335","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89421","Other hypertrophic osteoarthropathy, right upper arm"
"4336","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89422","Other hypertrophic osteoarthropathy, left upper arm"
"4337","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89429","Other hypertrophic osteoarthropathy, unspecified upper arm"
"4338","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M89431","Other hypertrophic osteoarthropathy, right forearm"
